title,cluster_label
My one column about critical race theory - The Washington Post,18
Newsmax Goes There : Critical Race Theory Is  Road to Death Camp for White People,93
What  Critical Race Theory  Critics Are Actually Criticizing,39
Christopher Rufo provides a quote to New York magazine for their piece on critical race theory,13
What wrong with critical race theory and its cousins,0
Dont ban CRT . Expose it . -- Society Child -- Sott . net,73
Germantown School Board restricts critical race theory to two classes,12
  MAGA is a type of racism : Thread filled with LEAKED docs from Iowa school system shows MANDATORY CRT training being forced on teachers,52
Are black parents fed up with Critical Race Theory teaching ? ,99
Heritage Action Just Came Out with a New Tool Helping Grassroots Activists Push Back on Critical Race Theory,92
"Yes , Critical Race Critics Know What It Is . Next , We Need To Replace It",93
"NBC Chuck Todd doubles down on dismissing critical race theory , says it  manufactured  during panel clash",96
"Uber - Hack Christopher Rufo Boosts Jordan Peterson Bête Noire Cultural Marxism , Rebrands It Critical Race Theory , and Thereby Perpetuates an Anti - Semitic Theme",13
MAGA Branded  White Supremacy  In Leaked CRT Training For Iowa Teachers,52
WaPo  Clarifie Hit Piece On Anti - CRT Investigative Journalist,31
Germantown board of education votes to limit critical race theory to 2 high school classes,12
"Critical Race Theory is based on Marxist teachings , strategy",68
What the critical race theory debate misses : We really dont know what happening in our classrooms | American Enterprise Institute,7
  WTF are they trying to pull ?! Conservative woman takes Sarah Kendzior SMUG digs at those opposing CRT apart in EPIC thread,24
"Letter to the Editor , June 23 , 2021 : CRT opposition not harsh facts , but indoctrination",52
Steve Bien : Critical race theory provides legal canon analysis,71
Left Lashes Out in Desperation as Critical Race Theory Fight Slips From Its Fingers,71
Explaining CRT,58
"Critical race theory not part of Pitt County School curriculum , district says : Board learns of policies in place to address impartial study",29
"Citizen Patriots Are Fighting Back Marxist propaganda , Critical Race Theory and the deterioration of American schools . Clare M . Lopez",59
Critical Race Theory Upside - Down History,0
News - Canceling Critical Race Theory | Heartland Institute,93
Is Your School Hiding Its Critical Race Theory Teaching ? 5 Things to Ask,29
CRT idea | Letters | rutlandherald . com,58
What is critical race theory ? Explaining the discipline that Texa governor wants to  abolish  ,30
"San Francisco Most Racist City in US , According to Critical Race Theory",19
"Senate moves to confirm Kiran Ahuja , nominee with critical race theory ties , to run federal personnel office",66
"Mass . mum while Maine , NH and R . I . try to ban Critical Race Theory",44
"In opposing Biden nominee , Hawley says critical race theory has become admin  animating ideology  ",66
Why critical race theory has become a key issue for conservatives,39
critical race theory – NECN,0
"Ricketts plans town halls to oppose proposed health standards , critical race theory",96
Conservatives seize on critical race theory in culture wars . What is this decades - old legal theory ? ,68
Washington Post issues  clarification on story about Critical Race Theory opponent Chris Rufo,13
P - H - M to discuss some parent concerns about critical race theory,77
Political Editors : In Brief : Critical Race Theory and Academic Freedom The Patriot Post,59
"Critical Race Theory Foes Accuse BLM , NAACP of  Trying to Shut Us Down  ",19
Teachers union president calls for educators to  teach the truth  and include critical race theory in curriculum,83
OPINIION : Critical Race Theory and the culture wars,68
Moms Pusing Back Against Critical Race Theory,77
Moms Are the Key to Stopping Critical Race Theory,77
Conservative Man Tearfully Informs Family Critical Race Theory Has Spread To His Liver,47
Critical Race Theory explained as not Marxist or racist by its leading scholar Kimberlé Crenshaw,68
Academic Who Brought Critical Race Theory To Education Says Bills Are Misguided,29
Critical Race Theory is Utter Insanity | News / Talk 1130 WISN,39
Critical Race Theory is Utter Insanity | 1310 WIBA,0
Newsmax guest calls critical race theory  the road to the death camps  ,93
Carmel critical race theory controversy : A timeline,71
Opinion | Republicans just proved  critical race theory  correct,56
Column : The trouble with fighting a culture war over critical race theory,68
Experts discuss controversy around Critical Race Theory,39
"Less CRT , more ABCs ? ",58
Arguments for Critical Race Theory,0
Why Is Indiana GOP Letting Tax Dollars Fund Critical Race Theory ? ,54
Why Is Republican - Run Indiana Letting Tax Dollars Fund Critical Race Theory ? ,54
"Juneteenth , critical race theory and doing the right thing | Column",71
"LEAKED DOCS : Mandatory CRT Being Taught in Iowa Classrooms , MAGA = White Supremacist",52
Conservative Media Is Amplifying the Critical Race Theory Opposition,93
"Local districts not teaching critical race theory ; focus is on access , equity",29
  Critical Race Theory  Critic Chris Rufo SHREDS WashPost Hit Piece in Twitter Thread,13
Washington Post tried to smear me for criticizing race theory and failed spectacularly,93
"Valley News - Column : Critical race theory contradicts our values , and common sense",93
"No Left Turn in Education , a leading anti - critical race theory group , frequently pushes toxic rhetoric in media",93
"Virginia Loudoun County parents rally as school board mulls transgender , critical race theory policies",99
"Sen . Hawley slams Biden nominee on critical race theory , so VP must break tie",66
"Spanish unions , Morenoite CRT sabotage Puerto Real Airbus worker struggle",34
Listen to black parents furious with Critical Race Theory,77
Australia Senate Moves to Block Critical Race Theory from National Curriculum,25
"Critical race theory : What to know about Louisville , JCPS protests",92
Loudon County School Board Meeting Was Engulfed in Total Mayhem Over Critical Race Theory,12
Teaching critical race theory in classrooms,7
Iowa critical race theory docs show educators pushed program before state ban :  Indoctrination not education  ,42
Leaked Docs : Critical Race Theory Seeks to Undermine Equality and the Constitutional Order,96
Paso Robles School District to hold a special meeting to discuss the banning Critical Race Theory,30
Dems Vote Down Chip Roy Amendment To Prevent FTC From Using Funds To Promote CRT,3
Mandatory CRT Training Forces Iowa Teachers to Teach Kids MAGA Is  White Supremacy  ,52
Indiana critical race theory debate continues with Todd Rokita  Parents Bill of Rights  ,47
The Movement Against Critical Race Theory Is Deeply Necessary,0
Ben Shapiro : The Essential Pushback to CRT Racial Essentialism,45
Concerned Parents Arrested for Opposing Critical Race Theory at Their Kid School,99
Joint Chiefs chair on Critical Race Theory : I find it offensive that our military officers would be accused of being  woke  ,70
Chairman of Joint Chiefs of Staff Defends Critical Race Theory,70
Anti - critical race theory protesters derail JCPS board meeting,12
Indiana AG releases  Parents Bill of Right to counter influences like critical race theory,47
UT Critical Race Collective five tenets raise questions,92
"  I Want To Understand White Rage : Joint Chiefs Chairman Defends Teaching CRT , Rips  Offensive  Criticisms Of  Woke  U . S . Military",9
The movement against Critical Race Theory is deeply necessary,0
Group protests Critical Race Theory at Fort Worth ISD school board meeting,12
Does This Critical Race Theory Debate In Education Seem Like Common Core Deja Vu ? ,7
"Morning Consult : Plurality of Republicans , independents view CRT negatively",88
Chairman of Joint Chiefs explains why it important for military to understand  white rage  and study CRT,9
"Critical Race Theory , teachers , school boards , and parents",99
Dem Scorches CRT : Party  Working Overtime to Keep Race Ideology Alive  ,56
How the New York Time Attitude Toward CRT Has Evolved,31
"Parents Protesting CRT Arrested in Loudon County , VA",27
"No Race Card Goes Unturned , Dr . Carol Swain Exposes CRT",45
Congressman Exposes Critical Race Theory In Military Academies After Sec Def Denied Its Existence,70
Watch : Crazed Teacher Loses It After She Told She Cant Teach  Critical Race Theory  ,83
Critical race theory is  designed to divide  and parents are right to call it out : Douglas Murray,77
Paso Robles School Board discusses banning Critical Race Theory,42
Caitlyn Jenner vows to confront critical race theory if elected CA governor,22
Iowa Critical Race Theory teaching docs classify  Make America Great Again  as white supremacy,59
  Critical Race Theory  Showdown at FWISD School Board Meeting ; Yay or Nay ? [ WATCH ] ,12
One person arrested and another injured when a Virginia school board meeting descended into chaos about critical race theory and trans students,12
Ex - State Senator Blasts Virginia School Board for Pushing  Depraved  CRT,63
Radical CRT proponent takes the helm at the OPM,88
"Indian River County School District delays vote on k - 5 curriculum , says critical race theory will not be taught",29
Parents protesting CRT arrested at Loudoun County school board meeting after it was declared an  unlawful assembly  – The Right Scoop,27
  Army  of Virginia parents unite against critical race theory  insanity :  Our protests wont stop  ,47
Critical race theory : Todd Rokita releases  Parents Bill of Rights  ,47
"School Board Meeting on Critical Race Theory , Transgender Policy Descends into Violence",12
Ben Shapiro : The Movement Against Critical Race Theory Is Deeply Necessary The Patriot Post,93
  Critical race theory  roils Fort Worth school board meeting as Texas braces for continued fight,30
"COLUMN :  Critical race theory , again ? | Columnists",18
Editorial : Manufactured outrage over critical race theory represents our sickened politics,93
Guest Column :  CRT  in Our Schools by State Rep . Trish Ladner – South Dakota War College,6
Critical Race Theory : Virginia School Board Meeting Erupts,12
